Tweet_tokenized
"['the', 'yearold', 'belgium', 'international', 'may', 'be', 'allowed', 'to', 'leave', 'liverpool', 'in', 'january', 'and', 'wolves', 'retain', 'a', 'longheld', 'int', '']"
"['', 'former', 'national', 'football', 'player', 'datuk', 'namat', 'abdullah', 'has', 'passed', 'away', 'aged', 'after', 'a', 'long', 'battle', 'with', 'intestinal', 'cancer', 'http']"
"['', 'thursday', 'night', 'football', 'boxscore', 'projection', 'raiders', 'vs', 'chargers', 'clayprojections', '']"
"['', 'when', 'i', 'first', 'suggested', 'haaland', 'for', 'this', 'role', 'in', 'fantasy', 'footballstyle', 'progressive', 'cabinet', 'project', 'i', 'never']"
"['', 'some', 'of', 'my', 'greatest', 'memories', 'are', 'playing', 'football', 'with', 'my', 'dad', 'tomorrow', 'morning', 'on', '']"
"['', 'they', 'went', 'to', 'play', 'football', 'last', 'night', 'and', 'look', 'at', 'them', 'giants', '']"
"['showdown', 'strategy', 'thursday', 'night', 'football', 'nfl', 'dfs', 'picks', 'las', 'vegas', 'raiders', 'vs', 'los', 'angeles', 'chargers', '']"
"['the', 'greatest', 'era', 'of', 'football', 'ever', '']"
"['bilkisu', 'the', 'muslims', 'of', 'today', 'are', 'divided', 'in', 'religion', 'but', 'united', 'in', 'politics', 'and', 'football', 'etc', 'they', 'love', 'politicians', 'and', 'their', 'foo']"
"['', 'russia', 'will', 'not', 'be', 'allowed', 'to', 'compete', 'at', 'the', 'after', 'the', 'court', 'of', 'arbitration', 'for', 'sport', 'uphel', '']"
"['icymi', 'we', 'take', 'a', 'closer', 'look', 'at', 'uclas', 'class', 'and', 'where', 'it', 'filled', 'needs', '']"
"['a', 'very', 'merry', 'thursday', 'night', 'football', 'preview', 'nfl', 'gamblingtwitter', '']"
"['', 'louis', 'do', 'you', 'miss', 'playing', 'football', 'tomlinson', '']"
"['', 'he', 'got', 'so', 'much', 'money', 'to', 'run', 'a', 'football', 'club']"
"['', 'edorgeron', 'you', 'a', 'fan', 'of', 'college', 'football', 'or', 'sexual', 'assault']"
"['', 'one', 'moe', 'giveaway', 'for', 'your', 'chance', 'to', 'win', 'a', 'signed', 'football', 'from', 'probowlvote', '']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['', 'some', 'of', 'my', 'greatest', 'memories', 'are', 'playing', 'football', 'with', 'my', 'dad', 'tomorrow', 'morning', 'on', '']"
"['fact', '']"
"['mama', 'football', 'congrats']"
"['weve', 'got', 'a', 'lot', 'to', 'talk', 'about', 'tonight', 'come', 'hang', 'with', 'wohl', 'and', 'i', 'as', 'we', 'talk', 'some', 'arizona', 'football', '']"
"['moon', 'for', 'as', 'long', 'as', 'i', 'live', 'nothing', 'absolutely', 'nothing', 'will', 'ever', 'explain', 'the', 'pathetic', 'circumstances', 'of', 'this', 'state', 'better', 'than']"
"['', 'congratulations', 'neuer', 'for', 'this', 'award', 'and', 'for', 'what', 'youve', 'been', 'doing', 'and', 'achieving', 'on', 'football', 'youve', 'always', 'be']"
"['', 'nfl', 'thursday', 'night', 'football', 'bets', 'chargers', 'raiders', 'bettingtips', 'bettingpicks', 'gamblingtwitter', 'sportspicks', 'sp']"
"['', 'thats', 'what', 'i', 'did', 'and', 'im', 'glad', 'i', 'did', 'hug', 'it', 'chug', 'it', 'football']"
"['', 'for', 'a', 'chance', 'to', 'win', 'this', 'signed', 'football', 'probowlvote', 'd', '']"
"['roos', 'odd', 'that', 'nsw', 'say', 'that', 'case', 'will', 'be', 'recorded', 'in', 'qld', 'imo', 'it', 'should', 'be', 'recorded', 'as', 'a', 'nsw', 'case']"
"['as', 'a', 'part', 'owner', 'of', 'the', 'saskatchewan', 'roughriders', 'i', 'have', 'some', 'concerns', 'about', 'the', 'football', 'season']"
"['', 'my', 'child', 'also', 'attends', 'private', 'christian', 'school', 'and', 'has', 'been', 'in', 'in', 'person', 'class', 'since', 'august', 'is', 'hea', '']"
"['honestly', 'rude', 'that', 'football', 'is', 'playing', 'instead', 'of', 'jeopardy', '']"
"['worth', 'these', 'two', 'obviously', 'never', 'played', 'football', 'before', 't', '']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['', 'if', 'the', 'reports', 'are', 'true', 'then', 'willian', 'is', 'definitely', 'a', 'contender', 'for', 'the', 'worst', 'signing', 'this', 'football', 'club', 'has', 'ever', 'made']"
"['roos', 'and', 'wasnt', 'wearing', 'a', 'mask', 'before', 'stepping', 'up', 'to', 'the', 'microphone']"
"['', 'basketballgtgt', 'football', 'idc']"
"['parkland', 'vs', 'randall', 'a', 'division', 'ii', 'uil', 'football', 'state', 'championship', 'live', 'broadcast', 'click', 'here', '']"
"['', 'weep']"
"['when', 'you', 'face', 'scan', 'a', 'picture', 'into', 'football', 'manager', '']"
"['green', 'its', 'the', 'of', 'fantasy', 'football']"
"['', 'nfl', 'network', 'sirius', 'xm', 'pac', 'analyst', 'yam', 'joins', 'the', 'drive', 'to', 'discuss', 'the', 'end', 'of', 'cfp', 'rankings', 'in', 'the', 'covid', 'era']"
"['', 'neuer', 'there', 'have', 'been', 'some', 'extraordinary', 'goalkeepers', 'in', 'german', 'football', 'sepp', 'maier', 'toni', 'schumacher', '']"
"['', 'national', 'league', 'clubs', 'risking', 'local', 'press', 'jobs', 'over', 'access', 'rows', 'journalism', 'news', 'from', 'holdthefrontpage', '']"
"['', 'uilstate', 'football', 'div', 'final', 'score', 'box', 'score', 'ht']"
"['rugbyca', 'guelph', 'rugby', 'football', 'club', 'home', 'of', 'the', 'redcoats', 'and', 'jr', 'gryphons', 'based', 'in', 'guelph', 'ontario', 'canada', 'we', 'offer', 'mini', 'u']"
"['', 'just', 'getting', 'started', 'fired', 'up', 'to', 'announce', 'that', 'coach', 'cristobals', 'contract', 'has', 'been', 'extended', 'cristobal', 'god']"
"['', 'neuer', 'there', 'have', 'been', 'some', 'extraordinary', 'goalkeepers', 'in', 'german', 'football', 'sepp', 'maier', 'toni', 'schumacher', '']"
"['', 'the', 'bengals', 'have', 'recognized', 'lhs', 'football', 'coach', 'ryan', 'knigga', 'as', 'one', 'of', 'their', 'coach', 'of', 'the', 'week', 'honorees', 'this', 'year', 'lhs', 'is']"
"['', 'to', 'subvert', 'trumps', 'evil', 'edict', 'im', 'volunteering', 'to', 'teach', 'a', 'course', 'in', 'our', 'football', 'stadium', 'in', 'person', 'for', 'all', 'of', 'our']"
"['', 'some', 'of', 'my', 'greatest', 'memories', 'are', 'playing', 'football', 'with', 'my', 'dad', 'tomorrow', 'morning', 'on', '']"
"['nfl', 'network', 'sirius', 'xm', 'pac', 'analyst', 'yam', 'joins', 'the', 'drive', 'to', 'discuss', 'the', 'end', 'of', 'cfp', 'rankings', 'in', 'the', 'co', '']"
"['now', 'this', 'is', 'a', 'football', 'guy', '']"
"['', 'a', 'only', 'thing', 'lit', 'about', 'manny', 'is', 'their', 'football', 'team', 'man', 'u', 'to', 'be', 'specific', '']"
"['', 'youre', 'speaking', 'truth', 'i', 'appreciate', 'that', 'there', 'is', 'someone', 'out', 'there', 'who', 'acknowledges', 'the', 'little', 'things', 'th', '']"
"['all', 'this', 'talk', 'about', 'carson', 'is', 'wild', 'cus', 'he', 'could', 'just', 'not', 'suck', 'and', 'hed', 'still', 'be', 'playing', 'football', 'no', 'one', 'was', 'out', 'to', '']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['congrats', 'to', 'the', 'portal', 'girls', 'flag', 'football', 'team', 'for', 'advancing', 'to', 'the', 'state', 'final', 'they', 'will', 'play', 'in', 'the', 'mercedes', '']"
"['coastal', 'carolina', 'vs', 'louisiana', 'prediction', 'pick', 'odds', 'point', 'spread', 'line', 'football', 'game', 'kickoff', 'time', '']"
"['', 'football']"
"['wolves', 'plot', 'liverpool', 'transfer', 'raid', 'to', 'secure', 'urgent', 'raul', 'jimenez', 'replacement', 'bring', 'in', 'net', '']"
"['this', 'is', 'hard', 'mainly', 'because', 'id', 'be', 'there', 'during', 'am', 'mess', 'around', 'amp', 'see', 'la', 'llorona', 'if', 'ill', 'be', 'provided', 'wfootbal', '']"
"['', 'player', 'of', 'the', 'year', 'football', 'recruiting', 'ruzic', '']"
"['', 'all', 'glory', 'to', 'god', 'blessed', 'to', 'receive', 'my', 'first', 'official', 'scholarship', 'offer', 'from', 'mcpherson', 'college', 'gobulldogs', 'https']"
"['', 'congratulations', 'neuer', 'for', 'this', 'award', 'and', 'for', 'what', 'youve', 'been', 'doing', 'and', 'achieving', 'on', 'football', 'youve', 'always', 'be']"
"['boise', 'state', 'keeps', 'team', 'chaplain', 'away', 'from', 'game', 'after', 'atheists', 'protest', 'postgame', 'prayer', 'with', 'byu', 'via', '']"
"['', 'congratulations', 'to', 'wr', 'jaelon', 'darden', 'for', 'being', 'named', 'a', 'semifinalist', 'for', 'the', '']"
"['', 'friendly', 'reminder', 'that', 'leo', 'messi', 'didnt', 'win', 'the', 'puskas', 'award', 'for', 'this', 'absolutely', 'insane', 'goal', 'vs', 'athletic', 'bilbao', 'in', '']"
"['truth', 'is', 'its', 'near', 'impossible', 'to', 'win', 'stuff', 'without', 'your', 'club', 'becoming', 'a', 'whore', 'landscape', 'of', 'football', 'has', 'changed', '']"
"['', 'who', 'cares', 'hes', 'a', 'washed', 'up', 'football', 'coach', 'with', 'no', 'political', 'savvy']"
"['chidi', 'bogale', 'bro', 'your', 'hypotheticals', 'are', 'terrible', 'dk', 'would', 'be', 'the', 'best', 'rec', '']"
"['thankful', 'to', 'have', 'been', 'named', 'first', 'team', 'all', 'district', 'offensive', 'lineman', 'rtdb', '']"
"['walch', 'boise', 'state', 'keeps', 'team', 'chaplain', 'away', 'from', 'game', 'after', 'atheists', 'protest', 'postgame', 'prayer', 'with', 'byu', 'https']"
"['', 'stick', 'to', 'football']"
"['', 'dj', 'khaled', 'voice', 'another', 'one', 'retweet', 'for', 'your', 'chance', 'to', 'win', 'both', 'a', 'signed', 'football', 'and', 'gameworn', 'gloves', 'probowlvote']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['', 'no', 'he', 'doesnt', 'want', 'to', 'play', 'football', 'any', 'longer', 'his', 'heart', 'isnt', 'in', 'it']"
"['', 'whats', 'the', 'worst', 'food', 'you', 'have', 'had', 'at', 'a', 'football', 'match', 'heres', 'mine', '']"
"['', 'competitiontime', 'we', 'are', 'giving', 'away', 'plus', 'fifa', 'and', 'a', 'replica', 'shirt', 'of', 'your', 'choice', 'our', 'tenth', 'and', 'bigg']"
"['espn', 'y', 'de', 'football', 'americano', 'en', 'el', 'canal', '']"
"['', 'criticism', 'of', 'performances', 'is', 'one', 'thing', 'deliberately', 'seeking', 'out', 'someone', 'who', 'plays', 'for', 'the', 'club', 'you', 'support', 'just', 'to', 'abu']"
"['the', 'world', 'is', 'a', 'shit', 'sandwich', 'right', 'now', 'all', 'i', 'ask', 'to', 'make', 'this', 'shit', 'bearable', 'is', 'for', 'a', 'fantasy', 'football', 'championship']"
"['woods', 'agg', 'blessed', 'to', 'receive', 'an', 'ffer', 'from', 'the', 'university', 'of', 'west', 'alabama', 'gotigers', 'football', '']"
"['', 'football', 'signing', 'colin', 'holzman', 'from', 'old', 'forge', 'pa', 'signs', 'with', 'for', 'a', 'full', 'bio', 'on', 'colin', 'head', 'to', 'https']"
"['athletics', 'new', 'story', 'john', 'parrella', 'named', 'head', 'football', 'coach', '']"
"['', 'after', 'a', 'great', 'talk', 'with', 'coach', 'luce', 'im', 'excited', 'and', 'blessed', 'to', 'receive', 'an', 'offer', 'to', 'play', 'd', 'football', 'for', 'ok']"
"['these', 'pictures', 'are', 'so', 'memorable', 'to', 'me', 'im', 'just', 'an', 'infant', 'joyfuls', 'that', 'time', 'i', 'never', 'knew', 'shes', 'very', 'popular', 'shes', '']"
"['lsus', 'final', 'game', 'of', 'the', 'season', 'is', 'less', 'than', 'hours', 'away', 'the', 'tigers', 'will', 'be', 'without', 'a', 'pair', 'of', 'contributors', 'd', '']"
"['if', 'you', 'have', 'a', 'minute', 'please', 'go', 'vote', 'for', 'my', 'best', 'buddies', 'little', 'brother', 'connor', 'farrell', 'linebacker', 'donovan', 'catholi', '']"
"['', 'you', 'may', 'not', 'agree', 'with', 'every', 'decision', 'solskjr', 'makes', 'but', 'you', 'must', 'admit', 'weve', 'played', 'some', 'sublime', 'football', 'under', 'him', 'w']"
"['horizon', 'vs', 'cooper', 'a', 'division', 'ii', 'uil', 'football', 'state', 'championship', 'live', 'broadcast', 'click', 'here', '']"
"['', 'bet', 'chargers', 'lv', 'd', 'in', 'shambles', 'avg', 'pts', 'in', 'last', 'dl', 'coach', 'is', 'interim', 'd', 'cord', 'bad', 'track', 'reco', '']"
"['kotlan', 'if', 'i', 'remember', 'what', 'sizes', 'football', 'teams', 'are', 'allowed', 'to', 'be', 'these', 'days', 'that', 'reads', 'as', 'just', 'about', 'right']"
"['', 'theres', 'a', 'new', 'rooney', 'at', 'manchester', 'united', 'like', 'father', 'like', 'son', 'full', 'story', 'bbcfootball', 'htt']"
"['', 'zorb', 'football', '']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['', 'retweet', 'to', 'win', 'a', 'jessie', 'bates', 'iii', 'signed', 'football', 'probowlvote', '']"
"['football', 'season', 'is', 'almost', 'over', 'so', 'im', 'about', 'to', 'not', 'be', 'able', 'to', 'tell', 'what', 'day', 'it', 'is', 'anymore']"
"['football', 'wrestling', 'basketball', 'baseball', 'trackfield', 'etc', 'compete', 'dont', 'specialize', '']"
"['', 'everybody', 'deserves', 'this', 'kind', 'of', 'teammate', 'in', 'the', 'biggest', 'game', 'of', 'the', 'year', 'he', 'unselfishly', 'gives', 'the', 'ball', 'to', 'one', 'of', 'his', 't']"
"['lsus', 'final', 'game', 'of', 'the', 'season', 'is', 'less', 'than', 'hours', 'away', 'the', 'tigers', 'will', 'be', 'without', 'a', 'pair', 'of', 'contributors', 'd', '']"
"['', 'to', 'be', 'fair', 'i', 'was', 'only', 'ever', 'excited', 'about', 'football', 'for', 'like', 'a', 'week', 'when', 'i', 'was', 'a', 'kid', 'and', 'i', 'was', 'definitely', '']"
"['', 'some', 'of', 'the', 'female', 'football', 'fans', 'that', 'i', 'follow', 'on', 'twitter', 'are', 'the', 'most', 'knowledgeable', 'fans', 'you', 'dont', 'have', 'to', 'agree', 'with', 'our']"
"['', 'i', 'played', 'football', 'bro']"
"['', 'during', 'interview', 'with', 'trump', 'that', 'was', 'recorded', 'at', 'the', 'armynavy', 'football', 'game', 'embarrassingly', 'echoes', 'a', 'lie', 'trump', 'has']"
"['a', 'look', 'at', 'allegiant', 'stadium', 'before', 'the', 'las', 'vegas', 'raiders', 'host', 'the', 'los', 'angeles', 'chargers', 'on', 'thursday', 'night', 'football', '']"
"['football', 'congratulations', 'to', 'kendall', 'whiteside', 'on', 'the', 'signing', 'his', 'letter', 'of', 'intent', 'to', 'further', 'his', 'education', 'and', 'play', 'football', 'for', 't']"
"['', 'report', 'odell', 'haggins', 'ron', 'dugans', 'get', 'contracts', 'extended', 'to', '']"
"['', 'edmond', 'football', 'yea', 'but', 'i', 'guess', 'well', 'see', '']"
"['just', 'watching', 'that', 'god', 'fathers', 'of', 'football', 'with', 'grard', 'houllier', 'the', 'evans', 'partnership', 'was', 'just', 'an', 'accident', 'waitin', '']"
"['', 'well', 'football', 'players', 'and', 'coach', 'saw', 'that', 'different']"
"['ldn', 'where', 'was', 'vinicius', 'robertsons', 'praise', 'jose', 'v', 'klopp', '']"
"['', 'im', 'glad', 'fantasy', 'football', 'dont', 'pay', 'my', 'bills', '']"
"['', 'its', 'not', 'just', 'about', 'survival', 'seems', 'even', 'healthy', 'athletes', 'who', 'have', 'recovered', 'mi', '']"
"['burnley', 'goalkeeper', 'nick', 'pope', 'delighted', 'with', 'four', 'points', 'at', 'arsenal', 'and', 'villa', '']"
"['baseball', 'boys', 'are', 'x', 'worse', 'then', 'football', 'players']"
"['jurgen', 'klopps', 'faith', 'in', 'minamino', 'and', 'origi', 'will', 'be', 'tested', 'over', 'the', 'busy', 'festive', 'period', '']"
"['', 'hey', 'mike', 'any', 'reason', 'why', 'we', 'have', 'saturday', 'night', 'football', 'in', 'nfl', 'this', 'week', 'i', 'thought', 'that', 'happened', 'when', 'c', '']"
"['', 'by', 'making', 'athletic', 'departments', 'take', 'football', 'profits', 'and', 'pay', 'the', 'players', 'youre', 'killing', 'just', 'about', 'ever', '']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['i', 'love', 'stories', 'from', 'the', 'intercontinental', 'cup', 'is', 'writing', 'a', 'book', 'on', 'the', 'competition', 'id', 'really', 'recommend', '']"
"['week', 'thursday', 'night', 'football', 'nfl', 'picks', 'nfl', 'odds', 'boosts', 'to', 'watch', 'raiders', 'vs', 'chargers', '']"
"['the', 'spartans', 'and', 'wolverines', 'are', 'done', 'with', 'their', 'early', 'signing', 'period', 'and', 'with', 'playing', 'football', 'an', '']"
"['', 'retweet', 'to', 'win', 'a', 'jessie', 'bates', 'iii', 'signed', 'football', 'probowlvote', '']"
"['', 'thanks', 'to', 'coach', 'believing', 'in', 'me', 'and', 'giving', 'me', 'a', 'offer', 'from', 'football', 'football', '']"
"['', 'milans', 'recent', 'results', 'show', 'that', 'the', 'team', 'is', 'not', 'so', 'much', 'dependent', 'on', 'zlatan', 'ibrahimovic', 'as', 'defender', 'simon', 'kjaer', 'almos']"
"['', 'former', 'national', 'football', 'player', 'datuk', 'namat', 'abdullah', 'has', 'passed', 'away', 'aged', 'after', 'a', 'long', 'battle', 'with', 'intestinal', 'cancer', 'http']"
"['com', 'live', 'now', 'sponsored', 'by', 'live', 'before', 'live', 'before', 'lock', 'nfl', 'dfs', 'lineups', 'thursday', 'night', 'football', 'charger']"
"['', 'whats', 'the', 'worst', 'food', 'you', 'have', 'had', 'at', 'a', 'football', 'match', 'heres', 'mine', '']"
"['', 'if', 'you', 'actually', 'watch', 'football', 'youll', 'know', 'pogba', 'slaps', 'in', 'them', 'balls', 'on', 'a', 'regularwhen', 'you', 'talk', 'about', 'vision', 'amp', 'techni']"
"['', 'louis', 'do', 'you', 'miss', 'playing', 'football', 'tomlinson', '']"
"['', 'day', 'they', 'better', 'hope', 'china', 'is', 'in', 'to', 'football']"
